institute_code,institute_name,branch_code,branch_name,status,seat_type,stage,category,rank,percentile,year,cap_round
1133,"Anuradha College Of Pharmacy, Chikhli",113382310,Pharmacy,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GSTH GOBCH LOPENH LSCH LSTH LOBCH LSEBCH PWDOPENH Stage I,Home University,I,GOBCH,12126,80.4698018,2025,CAP2
1133,"Anuradha College Of Pharmacy, Chikhli",113382310,Pharmacy,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GSTH GOBCH LOPENH LSCH LSTH LOBCH LSEBCH PWDOPENH Stage I,Home University,I,LOPENH,5815,89.075327,2025,CAP2
1133,"Anuradha College Of Pharmacy, Chikhli",113382310,Pharmacy,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GSTH GOBCH LOPENH LSCH LSTH LOBCH LSEBCH PWDOPENH Stage I,Home University,I,LSCH,21131,69.4936445,2025,CAP2
1133,"Anuradha College Of Pharmacy, Chikhli",113382310,Pharmacy,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GSTH GOBCH LOPENH LSCH LSTH LOBCH LSEBCH PWDOPENH Stage I,Home University,I,LSTH,24529,65.2777778,2025,CAP2
1133,"Anuradha College Of Pharmacy, Chikhli",113382310,Pharmacy,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GSTH GOBCH LOPENH LSCH LSTH LOBCH LSEBCH PWDOPENH Stage I,Home University,I,LOBCH,6416,88.1621095,2025,CAP2
1133,"Anuradha College Of Pharmacy, Chikhli",113382310,Pharmacy,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GSTH GOBCH LOPENH LSCH LSTH LOBCH LSEBCH PWDOPENH Stage I,Home University,I,LSEBCH,38648,42.3321296,2025,CAP2
1133,"Anuradha College Of Pharmacy, Chikhli",113382310,Pharmacy,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GSTH GOBCH LOPENH LSCH LSTH LOBCH LSEBCH PWDOPENH Stage I,Home University,I-Non PWD,PWDOPENH,11574,81.1005447,2025,CAP2
1133,"Anuradha College Of Pharmacy, Chikhli",113382310,Pharmacy,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GSTH GOBCH LOPENH LSCH LSTH LOBCH LSEBCH PWDOPENH Stage I,Home University,VII,GSTH,13051,79.2442319,2025,CAP2
1133,"Anuradha College Of Pharmacy, Chikhli",113382310,Pharmacy,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GSTH GOBCH LOPENH LSCH LSTH LOBCH LSEBCH PWDOPENH Stage I,Home University,VII,LSTH,11953,80.5600214,2025,CAP2
1133,"Anuradha College Of Pharmacy, Chikhli",113382310,Pharmacy,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GSTH GOBCH LOPENH LSCH LSTH LOBCH LSEBCH PWDOPENH Stage I,Home University,I,GOPENO,11229,81.5685735,2025,CAP2
1133,"Anuradha College Of Pharmacy, Chikhli",113382310,Pharmacy,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GSTH GOBCH LOPENH LSCH LSTH LOBCH LSEBCH PWDOPENH Stage I,Home University,I,GOBCO,22221,68.1357922,2025,CAP2
1133,"Anuradha College Of Pharmacy, Chikhli",113382310,Pharmacy,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GSTH GOBCH LOPENH LSCH LSTH LOBCH LSEBCH PWDOPENH Stage I,Home University,I,LOPENO,10612,82.3322294,2025,CAP2
1133,"Anuradha College Of Pharmacy, Chikhli",113382310,Pharmacy,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GSTH GOBCH LOPENH LSCH LSTH LOBCH LSEBCH PWDOPENH Stage I,Home University,I,LSCO,49885,13.2012293,2025,CAP2
1133,"Anuradha College Of Pharmacy, Chikhli",113382310,Pharmacy,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GSTH GOBCH LOPENH LSCH LSTH LOBCH LSEBCH PWDOPENH Stage I,Home University,VII,GSTO,11458,81.2551197,2025,CAP2
1133,"Anuradha College Of Pharmacy, Chikhli",113382310,Pharmacy,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GSTH GOBCH LOPENH LSCH LSTH LOBCH LSEBCH PWDOPENH Stage I,Home University,I,LNT1O,38789,42.1921516,2025,CAP2
1133,"Anuradha College Of Pharmacy, Chikhli",113382310,Pharmacy,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GSTH GOBCH LOPENH LSCH LSTH LOBCH LSEBCH PWDOPENH Stage I,Home University,I,TFWS,4468,91.0799413,2025,CAP2
1133,"Anuradha College Of Pharmacy, Chikhli",113382310,Pharmacy,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GSTH GOBCH LOPENH LSCH LSTH LOBCH LSEBCH PWDOPENH Stage I,Home University,I,EWS,28444,59.8249375,2025,CAP2
1133,"Anuradha College Of Pharmacy, Chikhli",113382310,Pharmacy,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GSTH GOBCH LOPENH LSCH LSTH LOBCH LSEBCH PWDOPENH Stage I,Home University,VII,ORPHAN,12874,79.6727156,2025,CAP2
1134,Yavatmal Zilla Vikas Samitee,113482310,,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GSTH GVJH GNT,Home University,I,GOPENH,16550,75.0475837,2025,CAP2
1134,Yavatmal Zilla Vikas Samitee,113482310,,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GSTH GVJH GNT,Home University,I,GSCH,30204,57.0754935,2025,CAP2
1134,Yavatmal Zilla Vikas Samitee,113482310,,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GSTH GVJH GNT,Home University,I,GSTH,26164,62.9242587,2025,CAP2
1134,Yavatmal Zilla Vikas Samitee,113482310,,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GSTH GVJH GNT,Home University,I,GVJH,18358,72.7429418,2025,CAP2
1134,Yavatmal Zilla Vikas Samitee,113482310,,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GSTH GVJH GNT,Home University,I,GNT1H,16715,74.6963201,2025,CAP2
1134,Yavatmal Zilla Vikas Samitee,113482310,,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GSTH GVJH GNT,Home University,I,GNT2H,17108,74.2729203,2025,CAP2
1134,Yavatmal Zilla Vikas Samitee,113482310,,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GSTH GVJH GNT,Home University,I,GOBCH,20253,70.6305974,2025,CAP2
1134,Yavatmal Zilla Vikas Samitee,113482310,,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GSTH GVJH GNT,Home University,I,LOPENH,12799,79.7474064,2025,CAP2
1134,Yavatmal Zilla Vikas Samitee,113482310,,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GSTH GVJH GNT,Home University,I,LOBCH,15683,75.8886529,2025,CAP2
1134,Yavatmal Zilla Vikas Samitee,113482310,,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GSTH GVJH GNT,Home University,I,LSEBCH,39767,40.2286531,2025,CAP2
1134,Yavatmal Zilla Vikas Samitee,113482310,,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GSTH GVJH GNT,Home University,I-Non PWD,PWDOPENH,17381,74.0630785,2025,CAP2
1134,Yavatmal Zilla Vikas Samitee,113482310,,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GSTH GVJH GNT,Home University,I,GOPENO,23546,66.0011744,2025,CAP2
1134,Yavatmal Zilla Vikas Samitee,113482310,,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GSTH GVJH GNT,Home University,I,GOBCO,31922,54.1537389,2025,CAP2
1134,Yavatmal Zilla Vikas Samitee,113482310,,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GSTH GVJH GNT,Home University,VII,GSEBCO,28875,59.0974179,2025,CAP2
1134,Yavatmal Zilla Vikas Samitee,113482310,,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GSTH GVJH GNT,Home University,I,GSCO,30909,56.2645701,2025,CAP2
1134,Yavatmal Zilla Vikas Samitee,113482310,,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GSTH GVJH GNT,Home University,I,TFWS,9809,83.3700037,2025,CAP2
1134,Yavatmal Zilla Vikas Samitee,113482310,,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GSTH GVJH GNT,Home University,I,EWS,35538,48.2581591,2025,CAP2
1134,Yavatmal Zilla Vikas Samitee,113482310,,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GSTH GVJH GNT,Home University,VII,ORPHAN,18269,72.8590432,2025,CAP2
1135,Shri Gurudatta Shikshan Prasarak Sanstha,113582310,,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GOBCH GSEBCH LOPENH LSCH LSTH PWDOPENH Stage I,Home University,I,GOPENH,9739,83.5513846,2025,CAP2
1135,Shri Gurudatta Shikshan Prasarak Sanstha,113582310,,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GOBCH GSEBCH LOPENH LSCH LSTH PWDOPENH Stage I,Home University,I,GSCH,12616,79.8128526,2025,CAP2
1135,Shri Gurudatta Shikshan Prasarak Sanstha,113582310,,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GOBCH GSEBCH LOPENH LSCH LSTH PWDOPENH Stage I,Home University,I,GOBCH,12094,80.4698018,2025,CAP2
1135,Shri Gurudatta Shikshan Prasarak Sanstha,113582310,,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GOBCH GSEBCH LOPENH LSCH LSTH PWDOPENH Stage I,Home University,I,LOPENH,2040,95.1912968,2025,CAP2
1135,Shri Gurudatta Shikshan Prasarak Sanstha,113582310,,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GOBCH GSEBCH LOPENH LSCH LSTH PWDOPENH Stage I,Home University,I,LSCH,11217,81.5685735,2025,CAP2
1135,Shri Gurudatta Shikshan Prasarak Sanstha,113582310,,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GOBCH GSEBCH LOPENH LSCH LSTH PWDOPENH Stage I,Home University,I,LSTH,34260,50.3112314,2025,CAP2
1135,Shri Gurudatta Shikshan Prasarak Sanstha,113582310,,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GOBCH GSEBCH LOPENH LSCH LSTH PWDOPENH Stage I,Home University,I-Non PWD,PWDOPENH,8470,85.2926232,2025,CAP2
1135,Shri Gurudatta Shikshan Prasarak Sanstha,113582310,,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GOBCH GSEBCH LOPENH LSCH LSTH PWDOPENH Stage I,Home University,VII,GSEBCH,14287,77.7901012,2025,CAP2
1135,Shri Gurudatta Shikshan Prasarak Sanstha,113582310,,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GOBCH GSEBCH LOPENH LSCH LSTH PWDOPENH Stage I,Home University,I,GOPENO,45810,26.1410027,2025,CAP2
1135,Shri Gurudatta Shikshan Prasarak Sanstha,113582310,,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GOBCH GSEBCH LOPENH LSCH LSTH PWDOPENH Stage I,Home University,I,LOPENO,27024,61.195309,2025,CAP2
1135,Shri Gurudatta Shikshan Prasarak Sanstha,113582310,,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GOBCH GSEBCH LOPENH LSCH LSTH PWDOPENH Stage I,Home University,I,GOPENO,11306,81.4535435,2025,CAP2
1135,Shri Gurudatta Shikshan Prasarak Sanstha,113582310,,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GOBCH GSEBCH LOPENH LSCH LSTH PWDOPENH Stage I,Home University,I,GSCO,11792,80.9470234,2025,CAP2
1135,Shri Gurudatta Shikshan Prasarak Sanstha,113582310,,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GOBCH GSEBCH LOPENH LSCH LSTH PWDOPENH Stage I,Home University,I,GSTO,46879,23.1156009,2025,CAP2
1135,Shri Gurudatta Shikshan Prasarak Sanstha,113582310,,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GOBCH GSEBCH LOPENH LSCH LSTH PWDOPENH Stage I,Home University,I,GNT1O,23025,67.0861525,2025,CAP2
1135,Shri Gurudatta Shikshan Prasarak Sanstha,113582310,,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GOBCH GSEBCH LOPENH LSCH LSTH PWDOPENH Stage I,Home University,I,GNT2O,13440,78.771208,2025,CAP2
1135,Shri Gurudatta Shikshan Prasarak Sanstha,113582310,,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GOBCH GSEBCH LOPENH LSCH LSTH PWDOPENH Stage I,Home University,I,GOBCO,11963,80.5600214,2025,CAP2
1135,Shri Gurudatta Shikshan Prasarak Sanstha,113582310,,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GOBCH GSEBCH LOPENH LSCH LSTH PWDOPENH Stage I,Home University,I,LNT3O,43729,32.0746007,2025,CAP2
1135,Shri Gurudatta Shikshan Prasarak Sanstha,113582310,,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GOBCH GSEBCH LOPENH LSCH LSTH PWDOPENH Stage I,Home University,I,LOBCO,2268,94.7855011,2025,CAP2
1135,Shri Gurudatta Shikshan Prasarak Sanstha,113582310,,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GOBCH GSEBCH LOPENH LSCH LSTH PWDOPENH Stage I,Home University,VII,GSEBCO,14543,77.3843096,2025,CAP2
1135,Shri Gurudatta Shikshan Prasarak Sanstha,113582310,,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GOBCH GSEBCH LOPENH LSCH LSTH PWDOPENH Stage I,Home University,I,EWS,23968,65.6692751,2025,CAP2
1135,Shri Gurudatta Shikshan Prasarak Sanstha,113582310,,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GOBCH GSEBCH LOPENH LSCH LSTH PWDOPENH Stage I,Home University,I-Non Defence,DEFOPENS,10713,82.1525949,2025,CAP2
1136,"Dr. Rajendra Gode College of Pharmacy,Malkapur",113682310,Pharmacy,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GSTH GNT,Home University,I,GOPENH,19181,71.7088376,2025,CAP2
1136,"Dr. Rajendra Gode College of Pharmacy,Malkapur",113682310,Pharmacy,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GSTH GNT,Home University,I,GSCH,34376,50.1132634,2025,CAP2
1136,"Dr. Rajendra Gode College of Pharmacy,Malkapur",113682310,Pharmacy,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GSTH GNT,Home University,I,GNT1H,44988,28.5525608,2025,CAP2
1136,"Dr. Rajendra Gode College of Pharmacy,Malkapur",113682310,Pharmacy,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GSTH GNT,Home University,I,GNT2H,38158,43.74434,2025,CAP2
1136,"Dr. Rajendra Gode College of Pharmacy,Malkapur",113682310,Pharmacy,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GSTH GNT,Home University,I,GOBCH,25752,63.1058313,2025,CAP2
1136,"Dr. Rajendra Gode College of Pharmacy,Malkapur",113682310,Pharmacy,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GSTH GNT,Home University,I,LOPENH,7340,86.8241565,2025,CAP2
1136,"Dr. Rajendra Gode College of Pharmacy,Malkapur",113682310,Pharmacy,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GSTH GNT,Home University,II,LNT3H,28288,60.0433624,2025,CAP2
1136,"Dr. Rajendra Gode College of Pharmacy,Malkapur",113682310,Pharmacy,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GSTH GNT,Home University,I-Non PWD,PWDOPENH,22393,67.8236662,2025,CAP2
1136,"Dr. Rajendra Gode College of Pharmacy,Malkapur",113682310,Pharmacy,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GSCH GSTH GNT,Home University,VII,GSTH,29899,57.3825038,2025,CAP2
