institute_code,institute_name,branch_code,branch_name,seat_type,stage,category,Rank,percentile,year
1115,J.S.P Mandal,111582310,,Home University Seats,I,GSTO,29225,57.8195751,2025
1115,J.S.P Mandal,111582310,,Home University Seats,I,GNT3O,17904,73.410431,2025
1115,J.S.P Mandal,111582310,,Home University Seats,I,GOBCO,11173,81.6303793,2025
1115,J.S.P Mandal,111582310,,Home University Seats,I,GSEBCO,10907,81.95365,2025
1115,J.S.P Mandal,111582310,,Home University Seats,I,LOPENO,3288,92.978065,2025
1115,J.S.P Mandal,111582310,,Home University Seats,I,LOBCO,8101,85.6743347,2025
1115,J.S.P Mandal,111582310,,Home University Seats,I,TFWS,9809,83.3700037,2025
1115,J.S.P Mandal,111582310,,Home University Seats,I,EWS,27491,60.5335534,2025
1131,"Vidya Bharati College of Pharmacy, Amravati",113182310,Pharmacy,Home University Seats,I,GOPENH,3459,92.6971223,2025
1131,"Vidya Bharati College of Pharmacy, Amravati",113182310,Pharmacy,Home University Seats,I,GSCH,4516,90.9926555,2025
1131,"Vidya Bharati College of Pharmacy, Amravati",113182310,Pharmacy,Home University Seats,I,GSTH,11163,81.6303793,2025
1131,"Vidya Bharati College of Pharmacy, Amravati",113182310,Pharmacy,Home University Seats,I,GVJH,6133,88.4705991,2025
1131,"Vidya Bharati College of Pharmacy, Amravati",113182310,Pharmacy,Home University Seats,I,GNT1H,3976,91.8063228,2025
1131,"Vidya Bharati College of Pharmacy, Amravati",113182310,Pharmacy,Home University Seats,I,GOBCH,3726,92.2379918,2025
1131,"Vidya Bharati College of Pharmacy, Amravati",113182310,Pharmacy,Home University Seats,I,GSEBCH,8481,85.2926232,2025
1131,"Vidya Bharati College of Pharmacy, Amravati",113182310,Pharmacy,Home University Seats,I,LOPENH,2510,94.417092,2025
1131,"Vidya Bharati College of Pharmacy, Amravati",113182310,Pharmacy,Home University Seats,I,LOBCH,2675,94.1234925,2025
1131,"Vidya Bharati College of Pharmacy, Amravati",113182310,Pharmacy,Home University Seats,I,LSEBCH,7438,86.6342041,2025
1131,"Vidya Bharati College of Pharmacy, Amravati",113182310,Pharmacy,Home University Seats,I,PWDOPENH,18566,72.5648601,2025
1131,"Vidya Bharati College of Pharmacy, Amravati",113182310,Pharmacy,Home University Seats,I,PWDROBCH,37022,45.8518078,2025
1131,"Vidya Bharati College of Pharmacy, Amravati",113182310,Pharmacy,Home University Seats,I,GOPENO,3067,93.4009923,2025
1131,"Vidya Bharati College of Pharmacy, Amravati",113182310,Pharmacy,Home University Seats,I,GSCO,4893,90.4368243,2025
1131,"Vidya Bharati College of Pharmacy, Amravati",113182310,Pharmacy,Home University Seats,I,GSTO,11370,81.392446,2025
1131,"Vidya Bharati College of Pharmacy, Amravati",113182310,Pharmacy,Home University Seats,I,GOBCO,4744,90.6800425,2025
1131,"Vidya Bharati College of Pharmacy, Amravati",113182310,Pharmacy,Home University Seats,I,GSEBCO,8729,84.8218313,2025
1131,"Vidya Bharati College of Pharmacy, Amravati",113182310,Pharmacy,Home University Seats,I,LOPENO,1787,95.6903321,2025
1131,"Vidya Bharati College of Pharmacy, Amravati",113182310,Pharmacy,Home University Seats,I,LSCO,6334,88.3220112,2025
1131,"Vidya Bharati College of Pharmacy, Amravati",113182310,Pharmacy,Home University Seats,I,LVJO,9432,83.9086834,2025
1131,"Vidya Bharati College of Pharmacy, Amravati",113182310,Pharmacy,Home University Seats,I,LNT2O,23509,66.2972028,2025
1131,"Vidya Bharati College of Pharmacy, Amravati",113182310,Pharmacy,Home University Seats,I,LOBCO,4623,90.8128841,2025
1131,"Vidya Bharati College of Pharmacy, Amravati",113182310,Pharmacy,Home University Seats,I,DEFOPENS,10004,83.090204,2025
1131,"Vidya Bharati College of Pharmacy, Amravati",113182310,Pharmacy,Home University Seats,I,TFWS,2828,93.8485515,2025
1131,"Vidya Bharati College of Pharmacy, Amravati",113182310,Pharmacy,Home University Seats,I,DEFROBCS,14854,77.1213451,2025
1131,"Vidya Bharati College of Pharmacy, Amravati",113182310,Pharmacy,Home University Seats,I,EWS,7187,86.9908896,2025
1133,"Anuradha College Of Pharmacy, Chikhli",113382310,Pharmacy,Home University Seats,I,GOPENH,8839,84.6641658,2025
1133,"Anuradha College Of Pharmacy, Chikhli",113382310,Pharmacy,Home University Seats,I,GSCH,23769,65.8092176,2025
1133,"Anuradha College Of Pharmacy, Chikhli",113382310,Pharmacy,Home University Seats,I,GSTH,40997,38.0222081,2025
1133,"Anuradha College Of Pharmacy, Chikhli",113382310,Pharmacy,Home University Seats,I,GVJH,11828,80.8615246,2025
1133,"Anuradha College Of Pharmacy, Chikhli",113382310,Pharmacy,Home University Seats,I,GNT1H,10539,82.4532453,2025
1133,"Anuradha College Of Pharmacy, Chikhli",113382310,Pharmacy,Home University Seats,I,GNT2H,9434,83.9086834,2025
1133,"Anuradha College Of Pharmacy, Chikhli",113382310,Pharmacy,Home University Seats,I,GNT3H,10214,82.7862838,2025
1133,"Anuradha College Of Pharmacy, Chikhli",113382310,Pharmacy,Home University Seats,I,GOBCH,12404,80.0915015,2025
1133,"Anuradha College Of Pharmacy, Chikhli",113382310,Pharmacy,Home University Seats,I,GSEBCH,29557,57.6089924,2025
1133,"Anuradha College Of Pharmacy, Chikhli",113382310,Pharmacy,Home University Seats,I,LOPENH,5391,89.6932792,2025
1133,"Anuradha College Of Pharmacy, Chikhli",113382310,Pharmacy,Home University Seats,I,LSCH,24341,65.5771809,2025
1133,"Anuradha College Of Pharmacy, Chikhli",113382310,Pharmacy,Home University Seats,I,LVJH,38758,42.2674623,2025
1133,"Anuradha College Of Pharmacy, Chikhli",113382310,Pharmacy,Home University Seats,I,LNT2H,20601,70.0246042,2025
1133,"Anuradha College Of Pharmacy, Chikhli",113382310,Pharmacy,Home University Seats,I,LNT3H,10186,82.8815192,2025
1133,"Anuradha College Of Pharmacy, Chikhli",113382310,Pharmacy,Home University Seats,I,LOBCH,5660,89.3265278,2025
1133,"Anuradha College Of Pharmacy, Chikhli",113382310,Pharmacy,Home University Seats,I,LSEBCH,14645,77.2685027,2025
1133,"Anuradha College Of Pharmacy, Chikhli",113382310,Pharmacy,Home University Seats,I,PWDOPENH,25405,63.4191092,2025
1133,"Anuradha College Of Pharmacy, Chikhli",113382310,Pharmacy,Home University Seats,I,GOPENO,16837,74.556213,2025
1133,"Anuradha College Of Pharmacy, Chikhli",113382310,Pharmacy,Home University Seats,I,GSCO,25792,63.1058313,2025
1133,"Anuradha College Of Pharmacy, Chikhli",113382310,Pharmacy,Home University Seats,I,GSTO,48856,17.2160325,2025
1133,"Anuradha College Of Pharmacy, Chikhli",113382310,Pharmacy,Home University Seats,I,GVJO,26624,62.1017507,2025
1133,"Anuradha College Of Pharmacy, Chikhli",113382310,Pharmacy,Home University Seats,I,GNT2O,21756,68.4448259,2025
1133,"Anuradha College Of Pharmacy, Chikhli",113382310,Pharmacy,Home University Seats,I,GOBCO,19311,71.6824538,2025
1133,"Anuradha College Of Pharmacy, Chikhli",113382310,Pharmacy,Home University Seats,I,GSEBCO,20806,69.7148882,2025
1133,"Anuradha College Of Pharmacy, Chikhli",113382310,Pharmacy,Home University Seats,I,LOPENO,7336,86.8241565,2025
1133,"Anuradha College Of Pharmacy, Chikhli",113382310,Pharmacy,Home University Seats,I,LNT1O,43631,32.0876468,2025
1133,"Anuradha College Of Pharmacy, Chikhli",113382310,Pharmacy,Home University Seats,I,LOBCO,8856,84.6107977,2025
1133,"Anuradha College Of Pharmacy, Chikhli",113382310,Pharmacy,Home University Seats,I,LSEBCO,12466,80.080325,2025
1133,"Anuradha College Of Pharmacy, Chikhli",113382310,Pharmacy,Home University Seats,I,GSCO,29117,57.9355554,2025
1133,"Anuradha College Of Pharmacy, Chikhli",113382310,Pharmacy,Home University Seats,I,LSCO,26775,62.0305788,2025
1133,"Anuradha College Of Pharmacy, Chikhli",113382310,Pharmacy,Home University Seats,I,DEFOPENS,47163,22.1740686,2025
1133,"Anuradha College Of Pharmacy, Chikhli",113382310,Pharmacy,Home University Seats,I,TFWS,8334,85.3739666,2025
1133,"Anuradha College Of Pharmacy, Chikhli",113382310,Pharmacy,Home University Seats,I,EWS,52122,2.5430236,2025
1134,Yavatmal Zilla Vikas Samitee,113482310,,Home University Seats,I,GOPENH,13315,78.9823929,2025
1134,Yavatmal Zilla Vikas Samitee,113482310,,Home University Seats,I,GSCH,23113,67.0861525,2025
1134,Yavatmal Zilla Vikas Samitee,113482310,,Home University Seats,I,GSTH,38033,43.8509833,2025
1134,Yavatmal Zilla Vikas Samitee,113482310,,Home University Seats,I,GVJH,19390,71.6437913,2025
1134,Yavatmal Zilla Vikas Samitee,113482310,,Home University Seats,I,GNT1H,23240,66.3795642,2025
1134,Yavatmal Zilla Vikas Samitee,113482310,,Home University Seats,I,GNT2H,29605,57.6089924,2025
1134,Yavatmal Zilla Vikas Samitee,113482310,,Home University Seats,I,GNT3H,39484,41.2166844,2025
1134,Yavatmal Zilla Vikas Samitee,113482310,,Home University Seats,I,GOBCH,15275,76.5981152,2025
1134,Yavatmal Zilla Vikas Samitee,113482310,,Home University Seats,I,GSEBCH,22214,68.1357922,2025
1134,Yavatmal Zilla Vikas Samitee,113482310,,Home University Seats,I,LOPENH,10242,82.7862838,2025
1134,Yavatmal Zilla Vikas Samitee,113482310,,Home University Seats,I,LSCH,12577,79.8374059,2025
1134,Yavatmal Zilla Vikas Samitee,113482310,,Home University Seats,I,LNT1H,31543,54.7167217,2025
1134,Yavatmal Zilla Vikas Samitee,113482310,,Home University Seats,I,LOBCH,11152,81.6303793,2025
1134,Yavatmal Zilla Vikas Samitee,113482310,,Home University Seats,I,GSEBCH,30461,56.6213771,2025
1134,Yavatmal Zilla Vikas Samitee,113482310,,Home University Seats,I,LSEBCH,50172,11.9307342,2025
1134,Yavatmal Zilla Vikas Samitee,113482310,,Home University Seats,I,GOPENO,23354,66.3547544,2025
1134,Yavatmal Zilla Vikas Samitee,113482310,,Home University Seats,I,GSCO,35830,47.7647277,2025
1134,Yavatmal Zilla Vikas Samitee,113482310,,Home University Seats,I,GOBCO,39366,41.3595526,2025
1134,Yavatmal Zilla Vikas Samitee,113482310,,Home University Seats,I,GSEBCO,25009,64.1813261,2025
1134,Yavatmal Zilla Vikas Samitee,113482310,,Home University Seats,I,LOPENO,15192,76.6089109,2025
1134,Yavatmal Zilla Vikas Samitee,113482310,,Home University Seats,I,LSCO,16581,74.9785452,2025
1134,Yavatmal Zilla Vikas Samitee,113482310,,Home University Seats,I,LOBCO,18640,72.5493765,2025
1134,Yavatmal Zilla Vikas Samitee,113482310,,Home University Seats,I,LSEBCO,23730,65.8092176,2025
1134,Yavatmal Zilla Vikas Samitee,113482310,,Home University Seats,I,LSTO,24286,65.5771809,2025
1134,Yavatmal Zilla Vikas Samitee,113482310,,Home University Seats,I,DEFOPENS,43661,32.0746007,2025
1134,Yavatmal Zilla Vikas Samitee,113482310,,Home University Seats,I,TFWS,11269,81.4535435,2025
1134,Yavatmal Zilla Vikas Samitee,113482310,,Home University Seats,I,EWS,30194,57.0754935,2025
1135,Shri Gurudatta Shikshan Prasarak Sanstha,113582310,,Home University Seats,I,GOPENH,6681,87.7816885,2025
1135,Shri Gurudatta Shikshan Prasarak Sanstha,113582310,,Home University Seats,I,GSCH,9739,83.5513846,2025
1135,Shri Gurudatta Shikshan Prasarak Sanstha,113582310,,Home University Seats,I,GSTH,26788,62.0305788,2025
1135,Shri Gurudatta Shikshan Prasarak Sanstha,113582310,,Home University Seats,I,GOBCH,9207,84.1949577,2025
1135,Shri Gurudatta Shikshan Prasarak Sanstha,113582310,,Home University Seats,I,LOPENH,4489,91.0095867,2025
1135,Shri Gurudatta Shikshan Prasarak Sanstha,113582310,,Home University Seats,I,LSCH,6281,88.4214646,2025
1135,Shri Gurudatta Shikshan Prasarak Sanstha,113582310,,Home University Seats,I,LSTH,18668,72.5493765,2025
1135,Shri Gurudatta Shikshan Prasarak Sanstha,113582310,,Home University Seats,I,LVJH,9689,83.5987187,2025
1135,Shri Gurudatta Shikshan Prasarak Sanstha,113582310,,Home University Seats,I,LOBCH,5820,89.075327,2025
1135,Shri Gurudatta Shikshan Prasarak Sanstha,113582310,,Home University Seats,I,GOPENO,13512,78.601899,2025
1135,Shri Gurudatta Shikshan Prasarak Sanstha,113582310,,Home University Seats,I,GSCO,36455,46.4050519,2025
1135,Shri Gurudatta Shikshan Prasarak Sanstha,113582310,,Home University Seats,I,GSTO,27024,61.195309,2025
1135,Shri Gurudatta Shikshan Prasarak Sanstha,113582310,,Home University Seats,I,GOBCO,15768,75.8450325,2025
1135,Shri Gurudatta Shikshan Prasarak Sanstha,113582310,,Home University Seats,I,LOPENO,10303,82.7661665,2025
1135,Shri Gurudatta Shikshan Prasarak Sanstha,113582310,,Home University Seats,I,LOBCO,15317,76.4112183,2025
1135,Shri Gurudatta Shikshan Prasarak Sanstha,113582310,,Home University Seats,I,GVJO,25951,63.0408874,2025
1135,Shri Gurudatta Shikshan Prasarak Sanstha,113582310,,Home University Seats,I,GNT1O,14373,77.7045034,2025
1135,Shri Gurudatta Shikshan Prasarak Sanstha,113582310,,Home University Seats,I,GNT2O,13440,78.771208,2025
1135,Shri Gurudatta Shikshan Prasarak Sanstha,113582310,,Home University Seats,I,LNT3O,44964,28.5525608,2025
1135,Shri Gurudatta Shikshan Prasarak Sanstha,113582310,,Home University Seats,I,TFWS,4158,91.6070026,2025
1135,Shri Gurudatta Shikshan Prasarak Sanstha,113582310,,Home University Seats,I,EWS,14382,77.7045034,2025
1136,"Dr. Rajendra Gode College of Pharmacy,Malkapur",113682310,Pharmacy,Home University Seats,I,GOPENH,21402,69.0979021,2025
1136,"Dr. Rajendra Gode College of Pharmacy,Malkapur",113682310,Pharmacy,Home University Seats,I,GSCH,42252,35.5422955,2025
1136,"Dr. Rajendra Gode College of Pharmacy,Malkapur",113682310,Pharmacy,Home University Seats,I,GSTH,44328,30.0628412,2025
1136,"Dr. Rajendra Gode College of Pharmacy,Malkapur",113682310,Pharmacy,Home University Seats,I,GVJH,44609,29.3820478,2025
1136,"Dr. Rajendra Gode College of Pharmacy,Malkapur",113682310,Pharmacy,Home University Seats,I,GNT1H,30483,56.5039753,2025
1136,"Dr. Rajendra Gode College of Pharmacy,Malkapur",113682310,Pharmacy,Home University Seats,I,GNT2H,37676,44.9102382,2025
1136,"Dr. Rajendra Gode College of Pharmacy,Malkapur",113682310,Pharmacy,Home University Seats,I,GNT3H,22684,67.3841748,2025
1136,"Dr. Rajendra Gode College of Pharmacy,Malkapur",113682310,Pharmacy,Home University Seats,I,GOBCH,23561,66.0011744,2025
1136,"Dr. Rajendra Gode College of Pharmacy,Malkapur",113682310,Pharmacy,Home University Seats,I,GSEBCH,49729,13.4300699,2025
1136,"Dr. Rajendra Gode College of Pharmacy,Malkapur",113682310,Pharmacy,Home University Seats,I,LOPENH,10656,82.2763176,2025
1136,"Dr. Rajendra Gode College of Pharmacy,Malkapur",113682310,Pharmacy,Home University Seats,I,LSCH,26110,62.9242587,2025
1136,"Dr. Rajendra Gode College of Pharmacy,Malkapur",113682310,Pharmacy,Home University Seats,I,LSTH,25265,63.5767823,2025
1136,"Dr. Rajendra Gode College of Pharmacy,Malkapur",113682310,Pharmacy,Home University Seats,I,LNT2H,37862,43.9154166,2025
1136,"Dr. Rajendra Gode College of Pharmacy,Malkapur",113682310,Pharmacy,Home University Seats,I,LNT3H,51443,6.0585055,2025
1136,"Dr. Rajendra Gode College of Pharmacy,Malkapur",113682310,Pharmacy,Home University Seats,I,LOBCH,13403,78.8385191,2025
1136,"Dr. Rajendra Gode College of Pharmacy,Malkapur",113682310,Pharmacy,Home University Seats,I,PWDOPENH,31650,54.4125157,2025
1136,"Dr. Rajendra Gode College of Pharmacy,Malkapur",113682310,Pharmacy,Home University Seats,I,GOPENO,29308,57.8168696,2025
1136,"Dr. Rajendra Gode College of Pharmacy,Malkapur",113682310,Pharmacy,Home University Seats,I,GOBCO,33803,51.0514832,2025
1136,"Dr. Rajendra Gode College of Pharmacy,Malkapur",113682310,Pharmacy,Home University Seats,I,LOPENO,25318,63.4191092,2025
1136,"Dr. Rajendra Gode College of Pharmacy,Malkapur",113682310,Pharmacy,Home University Seats,I,LSCO,37882,43.9154166,2025
1136,"Dr. Rajendra Gode College of Pharmacy,Malkapur",113682310,Pharmacy,Home University Seats,I,LOBCO,31602,54.5739657,2025
1136,"Dr. Rajendra Gode College of Pharmacy,Malkapur",113682310,Pharmacy,Home University Seats,I,GSCO,42486,34.762536,2025
1136,"Dr. Rajendra Gode College of Pharmacy,Malkapur",113682310,Pharmacy,Home University Seats,I,GSTO,52248,1.6553902,2025
1136,"Dr. Rajendra Gode College of Pharmacy,Malkapur",113682310,Pharmacy,Home University Seats,I,LSTO,37273,45.2168691,2025
1136,"Dr. Rajendra Gode College of Pharmacy,Malkapur",113682310,Pharmacy,Home University Seats,I,TFWS,18125,72.8948543,2025
1136,"Dr. Rajendra Gode College of Pharmacy,Malkapur",113682310,Pharmacy,Home University Seats,I,EWS,49479,14.674342,2025
1157,Shri Chhatrapati Shahumaharaj Shikshan Santha,115782310,,Home University Seats,I,GOPENH,28593,59.7759624,2025
1157,Shri Chhatrapati Shahumaharaj Shikshan Santha,115782310,,Home University Seats,I,GSCH,35547,48.2581591,2025
1157,Shri Chhatrapati Shahumaharaj Shikshan Santha,115782310,,Home University Seats,I,GSTH,50379,11.1328671,2025
1157,Shri Chhatrapati Shahumaharaj Shikshan Santha,115782310,,Home University Seats,I,GOBCH,32054,54.1383613,2025
1157,Shri Chhatrapati Shahumaharaj Shikshan Santha,115782310,,Home University Seats,I,LOPENH,16385,75.1716925,2025
1157,Shri Chhatrapati Shahumaharaj Shikshan Santha,115782310,,Home University Seats,I,LSCH,24188,65.5945284,2025
1157,Shri Chhatrapati Shahumaharaj Shikshan Santha,115782310,,Home University Seats,I,LSTH,30914,56.2645701,2025
1157,Shri Chhatrapati Shahumaharaj Shikshan Santha,115782310,,Home University Seats,I,LVJH,17793,73.4722277,2025
1157,Shri Chhatrapati Shahumaharaj Shikshan Santha,115782310,,Home University Seats,I,LNT2H,24261,65.5771809,2025
1157,Shri Chhatrapati Shahumaharaj Shikshan Santha,115782310,,Home University Seats,I,LOBCH,17266,74.2314271,2025
1157,Shri Chhatrapati Shahumaharaj Shikshan Santha,115782310,,Home University Seats,I,GOPENO,40323,39.902473,2025
1157,Shri Chhatrapati Shahumaharaj Shikshan Santha,115782310,,Home University Seats,I,GSCO,42788,33.7278107,2025
1157,Shri Chhatrapati Shahumaharaj Shikshan Santha,115782310,,Home University Seats,I,GOBCO,51879,3.9126646,2025
1157,Shri Chhatrapati Shahumaharaj Shikshan Santha,115782310,,Home University Seats,I,LOPENO,17226,74.2314271,2025
1157,Shri Chhatrapati Shahumaharaj Shikshan Santha,115782310,,Home University Seats,I,LOBCO,33889,50.8281802,2025
1157,Shri Chhatrapati Shahumaharaj Shikshan Santha,115782310,,Home University Seats,I,GVJO,46598,24.2498384,2025
1157,Shri Chhatrapati Shahumaharaj Shikshan Santha,115782310,,Home University Seats,I,GNT1O,29553,57.6089924,2025
1157,Shri Chhatrapati Shahumaharaj Shikshan Santha,115782310,,Home University Seats,I,GNT2O,41482,37.1950556,2025
1157,Shri Chhatrapati Shahumaharaj Shikshan Santha,115782310,,Home University Seats,I,GOBCO,34167,50.3112314,2025
1157,Shri Chhatrapati Shahumaharaj Shikshan Santha,115782310,,Home University Seats,I,LSCO,50007,12.3989094,2025
1157,Shri Chhatrapati Shahumaharaj Shikshan Santha,115782310,,Home University Seats,I,TFWS,35859,47.7647277,2025
